Data Broker Name,Email Address,Website URL,Physical Address,How a consumer may opt out of sale or submit requests under the CCPA,How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1),Additional information about data collecting practices,Date Added
Adstra LLC,privacy.officer [at] alc.com,http://WWW.ALC.COM,"750 College Road East, Suite 201, Princeton, NJ 80540, United States",By visiting www.alc.com and completing the OneTrust webforms.,By visiting www.alc.com and submitting a deletion request through its privacy policy.,,2/17/2021
InMobi,privacy [at] inmobi.com,https://trufactor.io/,"100 e 7th St. suite 400, Kansas City, MO 64106, United States",We have provided a link in our privacy policy for consumers to opt out of sale and submit requests under the CCPA.,We do not post any consumer information online.,,2/27/2020
HERE North America LLC,privacy [at] here.com,http://www.here.com,"425 W Randolph Street, Chicago, IL 60606, United States","A consumer may opt out of sale or submit requests under the CCPA by accessing our webform at https://legal.here.com/privacy/rights, by email at CAprivacy@here.com, or by phone at 1-833-721-0735 . Additional information related to our sale opt out practices is available at https://legal.here.com/privacy/do-not-sell. ","An individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by submitting the request to CAprivacy@here.com, or by accessing our webform at https://legal.here.com/privacy/rights.",,2/27/2020
"Media Direct, Inc.",Seth [at] LubinLawFirm.com,http://digdevdirect.com,"1000 E. Hillsboro Blvd, #105, Deerfield Beach, FL 33441, United States","1. On the bottom of every page of our website, we have 2 links that a California Consumer may use. A) A ""Do Not Sell My Information Link"" where the consumer can have their name removed; and B) an ""Opt Out"" link that will achieve the same result.   , 2. According to our Privacy Policy, the consumer can call our toll-free number or send us mail at the address listed, requesting to be removed from analysts we have or to opt-out.","According to our Privacy Policy, the consumer can call our toll-free number (800-305-5500)  or send us mail at the address listed (Media Direct, Inc., Attn: Privacy Administrator, 1000 E Hillsboro Blvd #105, Deerfield Beach, FL, 33441), requesting deletion of information.",,2/7/2020
"NextRoll, Inc. ",legal [at] nextroll.com,https://www.nextroll.com/,"2300 Harrison Street, San Francisco, CA 94110, United States","A consumer can opt out of sale of personal information by visiting this webpage https://app.adroll.com/optout/email.  This page can be navigated to by clicking on â€œDo not sell my personal informationâ€ link which is located on the bottom of our NextRoll webpages and is also in the NextRoll Privacy Notice., , Additionally, consumers whose business email is subject to a sale via NextRoll's B2B marketing platform (known as RollWorks) can click the link included in the email sent by NextRoll providing a notice and opportunity to opt out of sale. , , A consumer can submit requests under the CCPA by:, (a) visiting this website: https://www.nextroll.com/privacy/requests;or , (b) calling NextRoll at 1-844-740-7126., ","NextRoll does not  display or permit the display of such information, or operate a website that involves user generated content.","For more information about our data collection practices, please see the NextRoll Privacy Notice (https://www.nextroll.com/privacy). ",2/12/2020
"Pipl, Inc.",susan.haddad [at] pipl.com,https://pipl.com/,"510 Clearwater Loop, Ste 100, Post Falls, ID 83854, United States",A consumer may opt out either by submitting a form on our website or by telephone.,We don't post on the Internet or publicly display the personal information of any consumer.,our practices are outlined in our privacy center on our Website. California residents are directed to a special URL that includes our CCPA privacy statement.,2/7/2020
Monevo Inc,supportusa [at] monevo.com,https://www.monevo.us/,"169 Saxony Rd, STE 212, Encinitas, CA 92024, United States",Consumers can manage their opt-out preferences and submit requests under the CCPA through https://www.monevo.us/privacy-portal. ,"Monevo Inc does not post or publicly display consumer information online. However, consumers can request the deletion of their information through https://www.monevo.us/privacy-portal. ","Additional information regarding how Monevo collects, uses, and shares data can be found at https://www.monevo.us/privacy-policy. ",1/31/2020
"Epsilon Data Management, LLC",privacy [at] epsilon.com,https://www.epsilon.com/us/privacy-policy,"11030 Circle Point Road, Suite 110, Westminster, CO 80020, United States","There are 2 methods by which a consumer may submit an opt-out of a sale request or other request under the CCPA:  #1 - By phone, a consumer may call 1 (866)267-3861. #2 - By webform, a consumer may complete a form online at https://legal.epsilon.com/dsr .  If a consumer moves or changes their name after opting out or after requesting to be deleted from the Epsilon database, they will need to submit a new request using their new name and/or address.","In the ordinary course of its business, Epsilon does not publicly post or publicly display on the Internet the home address, home telephone number, or image of individuals, with the exception for employeesâ€™ pictures, posted with their knowledge. â€¢ Notwithstanding the preceding sentence, to the extent that an individual wishes to demand deletion of information he/she believes was posted online by Epsilon in violation of Gov. Code Sections 6208.1and 6254.21(c)(1), he/she should submit a deletion request by contacting Epsilon Privacy at privacy@epsilon.com or at 11030 Circle Point Road, Suite 110, Westminster, CO 80020","1.  Epsilon had 0 security breaches during the prior 12 months. , 2.  Epsilon does not knowingly possess brokered personal information of minors., ",1/31/2020
"AccuData Integrated Marketing, Inc.",privacy.compliance [at] accudata.com,http://www.accudata.com,"12901 McGregor Blvd., Suite 1A, Fort Myers, FL 33919, United States","Consumers can submit CCPA requests through our link http://optout.accudata.com/request/opt-out, by emailing privacy.compliance@accudata.com or by visiting www.AccuData.com and reviewing our Privacy Policy.  ","Consumers can submit CCPA requests through our link http://optout.accudata.com/request/opt-out, by emailing privacy.compliance@accudata.com or by visiting www.AccuData.com and reviewing our Privacy Policy.  ",Consumers can visit www.AccuData.com and review our Privacy Policy as well as our Consumer Information link.  ,2/7/2020
Merkle Inc.,dpous [at] merkleinc.com ,https://www.merkleinc.com/,"7001 Columbia Gateway Dr, Columbia, MD 21046, United States","Consumers may request to exercise their rights by:, , â€¢	Completing the online form https://www.merkleinc.com/getting-know-your-privacy-rights/control-your-data or, â€¢	Calling us at (+1) (833) 457-0192 or, â€¢	Emailing your request to dpous@merkleinc.com , , â€¢	Requests can be made by the consumer or by the consumerâ€™s authorized agent and are subject to verification. More detailed information on how consumers may opt out of sale or submit requests under CCPA can be found at https://www.merkleinc.com/getting-know-your-privacy-rights/privacy-notice , , https://www.4cite.com/4cite-marketing-llc-privacy-policy/ccpa/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/right-to-know/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/request-to-delete/ ","California consumers and/or elected or appointed officials may submit a request by:, Complete online form https://www.merkleinc.com/getting-know-your-privacy-rights/control-your-data, Email dpous@merkleinc.com , Telephone (+1) (833) 457-0192 , , https://www.4cite.com/4cite-marketing-llc-privacy-policy/ccpa/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/right-to-know/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/request-to-delete/, ","Please see our Privacy Notice on our website for additional information about Merkleâ€™s data collection practices.  , https://www.merkleinc.com/getting-know-your-privacy-rights/privacy-notice , , https://www.4cite.com/4cite-marketing-llc-privacy-policy/ccpa/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/right-to-know/, https://compliance.4cite.com/d330f92c-d2d2-491f-a1cd-6c0e3a865a5a/request-to-delete/, ",1/31/2020
