rank,name,domain,category,opt_out_url,email,phone,opt_out_hub,leverage,priority_score,sensitivity_score,onward_sale_score,ca_registered,collects_minors,sold_to_genai,sold_to_law_enforcement,deletion_requests_received,deletion_compliance_rate,deletion_median_response_days,removal_method,sources
536,"AdvisorTarget, LLC",finsum.com,,https://www.finsum.com/what-we-do/your-privacy-choices,privacy@broadridge.com,4122016000,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
537,AggKnowledge Inc.,aggknowledge.ai,,https://www.aggknowledge.ai/privacypolicy,privacy@aggknowledge.ai,9172832477,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
538,AlikeAudience Inc,alikeaudience.com,,https://www.alikeaudience.com/,privacy@alikeaudience.com,852-6172-7413,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
539,"All Web Leads, Inc",allwebleads.com,,http://www.allwebleads.com/privacy/,onlineops@allwebleads.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
540,"Alliant Cooperative Data Solutions, LLC",alliantdata.com,,https://alliantdata.com/data-services-and-website-privacy-policy/,compliance@alliantdata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
541,Andrews Wharton Inc.,andrewswharton.com,,https://andrewswharton.com/privacy-policy,privacy@andrewswharton.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
542,Anexinet Corp.,anexinet.com,,https://anexinet.com/privacy-policy/,privacy@anexinet.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
543,"Aniline, Inc.",aniline.ai; www.salesassistiq.ai,,https://salesassistiq.ai/about,jen@aniline.io,9147332953,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
544,AppScience,appsci.io,,https://appsci.io/do_not_sell_my_info/,privacy@appsci.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
545,Arrakis Technologies Corp.,arrakis.ai,,https://www.arrakis.ai/optout,privacy@arrakis.ai,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
546,ASL Marketing,aslmarketing.com,,https://aslmarketing.com/opt-out/,privacy.compliance@aslmarketing.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
547,Aspire North,aspire-north.com,,https://www.aspire-north.com/do-not-sell-my-personal-information--out-out-request-form.html,privacy@aspire-north.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
548,"Atlantic Fox Technologies, Inc.",atlanticfox.com,,https://atlanticfox.com/privacy-policy/,privacy@atlanticfox.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
549,ATTOM Data Solutions LLC,attomdata.com,,https://www.attomdata.com/privacy/california-consumer-privacy-act-ccpa-request-form/,privacy@attomdata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
550,Audiencerate Ltd,audiencerate.com,,https://www.audiencerate.com/opt-out/,gl@audiencerate.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
551,automotive Mastermind,automotivemastermind.com,,https://www.automotivemastermind.com/california-consumer-privacy-act/,info@automotivemastermind.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
552,"Baron App, Inc.",candl.app; cameo.com,,https://legal.cameo.com/privacypolicy,safety@cameo.com,855-770-1024,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
553,"BDEX, LLC",bdex.com,,https://www.bdex.com/privacy-policy/,privacy@bdex.com,917 410-6616,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
554,BIGDBM,bigdbm.com,,http://optoutccpa.com/,privacy@bigdbm.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
555,Biointelli Corporation,biointelli.com,,www.biointelli.com,privacy@biointelli.net,6174448420,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
556,"Bliss Point Media, Inc.",blisspointmedia.com,,https://www.blisspointmedia.com/privacy,privacy@blisspointmedia.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
557,Blueprint Audiences,blueprintaudiences.com,,https://blueprintaudiences.com,privacy@blueprintaudiences.com,2013209684,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
558,BoardEx,boardex.com,,https://www.boardex.com/privacy-policy,privacy@altrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
559,"Boardroom Insiders, Inc.",boardroominsiders.com,,https://www.boardroominsiders.com/privacy-policy,privacy@altrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
560,"BTRS Holdings Inc with its covered entity, Factor Systems, LLC d/b/a Billtrust",billtrust.com,,https://www.billtrust.com/do-not-sell-my-information/,privacy@billtrust.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
561,Bureau van Dijk Electronic Publishing Ltd.,bvdinfo.com,,https://www.bvdinfo.com/en-gb/legal/personal-data-request-form,privacy@bvdinfo.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
562,"BuyersRoad, Inc",experience.com,,https://www.experience.com/privacy-notice,privacy@experience.com,8887016388,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
563,Captiv8 Inc.,captiv8.io,,https://captiv8.io/policy/,privacy@captiv8.io,833-983-0087,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
564,"CareerBuilder, LLC",hiring.careerbuilder.com,,https://hiring.careerbuilder.com/company/privacy-policy,riskandcompliance@careerbuilder.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
565,"Circana, LLC",circana.com,,https://www.circana.com/the-circana-group-global-privacy-policy-and-notice,privacy@circana.com,3127261221,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
566,"CO2 Ventures, LLC dba Oncore Leads",oncoreleads.com,,https://oncoreleads.com/california-privacy-rights/,leads@oncoreleads.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
567,"Commerce Signals, Inc.",commercesignals.com,,www.commercesignals.com,info@commercesignals.com,866-310-8783,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
568,Compact Information Systems,compactlists.com,,http://privacy.compactlists.com/request/opt-out,privacy.compliance@compactlists.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
569,Connect Computer LLC,calltruth.com,,https://www.calltruth.com/opt_out.php,support@calltruth.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
570,Connection Holdings,connectionholdings.com,,Connectionholdings.com,amanda@connectionholdings.com,2014584603,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
571,Converge Marketing LLC,convergemarketing.com,,https://www.convergemarketing.com/privacy/,privacy@convergemarketing.com,2122130111,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
572,"Cortera, Inc.",cortera.com,,https://www.cortera.com/privacy-policy,privacy@cortera.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
573,Criteo Corp.,criteo.com,,https://www.criteo.com/privacy/,dpo@criteo.com,646 410 0400,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
574,Cyndx Networks LLC,cyndx.com,,https://www.cyndx.com/California-Do-Not-Track/,privacy@cyndx.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
575,DatabaseUSA,databaseusa.com,,https://privacycompliance.biz/databaseusa-ccpa/,privacy@databaseusa.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
576,Datadesk Inc.,datadesk.io,,https://datadesk.io/help/do-not-sell-my-personal-info,privacy@datadesk.io,7788829065,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
577,Dataman Group Inc,datamangroup.com,,https://www.datamangroup.com/privacy/,dale@datamangroup.com,5614519302,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
578,Date Detective Inc,date-detective.app; https,,https://www.date-detective.app/agreements/privacy-policy,info@date-detective.app,3025502202,,1,23.2,0,0,True,False,False,False,1,1.0,2.0,,cppa-registry-current
579,Deeptrace Inc.,coresignal.com,,https://coresignal.com/opt-out,privacy@coresignal.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
580,Deluxe Corporation,deluxe.com,,https://www.deluxe.com/about/contact-us/,privacyprogramoffice@deluxe.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
581,Diablo Media,diablomedia.com,,https://www.everydayresources.com/opt-out,data@diablomedia.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
582,"Digital Media Solutions, LLC",digitalmediasolutions.com,,dmsunsub.io,compliancedept@dmsgroup.com,8772368632,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
583,Diligent Corporation,diligent.com,,https://diligent.com/ccpa,privacy@diligent.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
584,Disco Technology Inc,disconetwork.com,,disconetwork.com,privacy@disconetwork.com,6149051661,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
585,DonorBureau LLC,donorbureau.com,,https://donorbureau.com/california-privacy-rights-for-california-residents-only/,ccpa@donorbureau.com,650-9066708,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
586,"Draup, Inc.",draup.com,,https://www.draup.com,amareshr@draup.com,4252305210,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
587,Dresden Direct inc.,dresdendirect.com,,http://dresdendirect.com,phil@dresdendirect.com,5612364449,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
588,"DSPolitical, LLC",dspolitical.com,,https://www.dspolitical.com/privacy-policy/,andy@mstreetlegal.com,2028887780,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
589,e.Republic LLC,erepublic.com,,https://erepublic.secure.force.com/PrivacyRequest/,privacy@erepublic.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
590,"Economic Modeling, LLC",lightcast.io,,https://lightcast.io/privacy-policy,privacy@lightcast.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
591,"Ekata, Inc.",ekata.com,,https://privacyrequests.ekata.com/hc/en-us/requests/new?,ccparequest@ekata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
592,"Elevar, LLC",getelevar.com,,getelevar.com,privacy@getelevar.com,8173323681,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
593,"eLocal USA, LLC",elocal.com,,www.elocal.com,privacy@elocal.com,6106296449,,1,23.2,0,0,True,False,False,False,1,1.0,1.0,,cppa-registry-current
594,"Email Marketing Services, Inc",listmatch.com,,https://listmatch.com/privacy/,dataprivacy@listmatch.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
595,eMerges.com,emerges.com,,https://www.emerges.com/Opt-Out-Request_ep_51-1.html,shawn@emerges.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
596,"Enformion, LLC. , and its subsidiaries and affiliates",enformion.com,,https://www.enformion.com/privacy-policy/,databroker@enformion.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
597,EproDirect,eprodirect.com,,https://www.eprodirect.com/do-not-sell-my-personal-information/,team@eprodirect.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
598,Equimine,propstream.com,,https://www.propstream.com/privacy-request-form,privacyinquiry@propstream.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
599,EquiMine Inc.,batchleads.io,,www.batchleads.io,ops@equimine.com,877-204-9040,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
600,Exa Labs Inc.,exa.ai,,exa.ai,compliance@exa.ai,6282503948,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
601,Exact Match Marketing Inc,exactmatchmarketing.com; app.exactmatchmarketing.com; exactmatch.io,,https://exactmatchmarketing.com/privacy-policy,datarequest@exactmatch.io,(740) 527-8020,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
602,Factori Technologies LLC,factori.ai,,https://www.factori.ai/do-not-sell-my-information,privacy@factori.ai,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
603,"Famous Birthdays, LLC",famousbirthdays.com,,https://www.famousbirthdays.com/contact,info@famousbirthdays.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
604,"Faraday, Inc.",faraday.io,,http://terms-origin.faraday.io/privacy/,ccpa@faraday.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
605,FI Navigator Corporation,fi-navigator.com,,https://www.fi-navigator.com/remove/,privacy@fi-navigator.com,(770) 837-9974,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
606,"First Direct, Inc.",firstdirectmarketing.com,,https://alerts.com/,support@firstdirectmarketing.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
607,"First Movers Advantage, LLC",fmadata.com,,https://www.fmadata.com/do-not-sell-my-personal-information,privacy@fmadata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
608,Fyllo,hellofyllo.com,,https://hellofyllo.com/privacy-policy/,privacy@hellofyllo.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
609,"GetEmails, LLC",getemails.com,,https://app.getemails.com/ccpa_details,support@getemails.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
610,"Giant Partners, Inc.",giantpartners.com,,https://giantpartners.com/personal-information-request/,compliance@giantpartners.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
611,Gigabite Inc,boam.ai,,https://boam.ai/,privacy@boam.com,4086135720,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
612,"Gravy Analytics, Inc.",gravyanalytics.com,,https://gravyanalytics.com/opt-out-form/,privacy@gravyanalytics.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
613,Graze Social PBC,graze.social,,https://www.graze.social/privacy-policy,devin@graze.social,(503) 319-2931,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
614,"Growing Libraries, LLC",growinglibraries.com,,www.growinglibraries.com,ian@growinglibraries.com,3025549967,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
615,"GrowthCode, LLC",growthcode.io,,https://growthcode.io/do-not-sell-or-share-my-personal-information,jonathon@growthcode.io,646-926-2150,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
616,H1 Insights Inc.,h1insights.com,,https://www.h1.co/legal/privacy-preferences,inquiries@h1insights.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
617,"Harmon Research Group, LLC",harmonresearch.com,,http://www.harmonresearch.com/,info@harmonresearch.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
618,"HEALTHCARE, INC.",healthcare.com,,https://www.healthcare.com/data-request/request-form,privacy@healthcare.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
619,HealthLink Dimensions,healthlinkdimensions.com,,https://healthlinkdimensions.com/consumerprivacyrights,privacy@healthlinkdimensions.com,4042503900,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
620,Helix Campaigns LLC,helixcampaigns.com,,https://www.helixcampaigns.com/privacy,info@helixcampaigns.com,(877) 768-6461,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
621,HERE North America LLC,here.com,,https://legal.here.com/privacy/rights,privacy@here.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
622,Hexasoft Development Sdn. Bhd.,ip2location.com,,https://www.ip2location.com/do-not-sell,support@ip2location.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
623,"Hivestack, Inc.",hivestack.com,,http://hivestack.com/privacy-policy/#opt_out,privacy@hivestack.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
624,HomeData,homedata.com,,https://privacy.homedata.com/request/opt-out,privacy.compliance@deepsync.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
625,Homeowners Marketing Services Inc,homeownersmarketingservices.com,,https://homeownersmarketingservices.com/list-removal-request/,dnm@homeownersmarketingservices.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
626,"Huge Legal Technology Company, Inc",trustandwill.com,,https://trustandwill.com/security/privacy-policy,privacy@hugelegaltech.com,7605228300,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
627,Hunt Club Inc,app.exploreatlas.io,,https://www.huntclub.com/privacy,scott@huntclub.com,8474364229,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
628,ID Analytics LLC,idanalytics.com,,https://consumer.risk.lexisnexis.com/california,consumer.documents@lexisnexisrisk.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
629,ID5 Technology Ltd,id5.io,,https://id5.io,privacy@id5.io,6785496936,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
630,Indiemark LLC,emailindustries.com,,https://www.emailindustries.com/legal/#ccpa,privacy@emailindustries.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
631,Infomatics LLC,privatereports.com-mugshotlook.com,,https://www.privatereports.com/optOut/name/landing,support@privatereports.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
632,"InfoPay, Inc",infopay.com,,https://www.infopay.com/privacy,compliance@infopay.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
633,"Inmar Brand Solutions, Inc.",inmar.com,,https://www.inmar.com/about/privacy-policy,privacy_office@inmar.com,(800) 765-1277,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
634,"Intentsify, LLC",intentsify.io,,https://intentsify.io/privacy-policy/consumer-data-privacy-policy/,legal@intentsify.io,508-545-7902,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
635,Ipreo,ipreo.com,,http://more.ihs.com/DoNotSell,privacy@ihsmarkit.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
636,IQVIA Inc.,iqvia.com,,https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,privacyofficer@iqvia.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
637,"Irys, Inc",irys.us,,https://irys.us/do-not-sell-ccpa,privacy@irys.us,3199369044,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
638,iWave Information Systems,kindsight.io,,https://kindsight.io/privacy-policy/#iwave,privacy+california@iwave.com,1-800-655-7729,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
639,J2 Global Canada Inc.,campaigner.com; https,,https://www.campaigner.com/legal/privacy-policy,privacy@ziffdavis.com,2125033500,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
640,"Kind Skiptracing, Inc",kindskiptracing.com,,https://kindskiptracing.com,compliance@kindskiptracing.com,9802107715,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
641,"Koddi, Inc",koddi.com,,https://koddi.com,dataprivacy@koddi.com,8187258248,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
642,KOLs (Key Opinion Leaders),keyopinionleaders.com,,https://www.keyopinionleaders.com/,kol-privacy@keyopinionleaders.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
643,Kyber Health Data LLC,cowen.com,,https://www.cowen.com/kyber-data-science-disclosures/do-not-sell-my-information-request-form/,kyberccpa@cowen.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
644,"L2, Inc.",l2political.com,,https://l2political.com/california-privacy-rights-for-california-residents-only/,info@l2political.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
645,LEAD ENHANCE LLC,lead-enhance.com,,https://bathroom-remodel-today.com/privacy/,josh@lead-enhance.com,3104046672,,1,23.2,0,0,True,False,False,False,0,,1.0,,cppa-registry-current
646,Lead411 Corporation,lead411.com,,https://www.lead411.com/removeinforequest/,tom@lead411.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
647,Leadership Connect,leadershipconnect.io,,https://www.leadershipconnect.io/privacy-portal/california-consumers-protection-act-ccpa-supplement/,privacy@leadershipconnect.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
648,LeadLoft Inc.,leadloft.com,,https://www.leadloft.com/user-agreements/personal-data,privacy@leadloft.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
649,LeadsMarket.com LLC,leadsmarket.com,,http://leadsmarket.com/privacy-policy,legal@leadsmarket.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
650,Lender Feed LC,ww3.monitorbase.com,,https://ww3.monitorbase.com/california-privacy-notice-ccpa,ccpa@monitorbase.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
651,Lifesight LLC,lifesight.io,,https://www.lifesight.io/do-not-sell-my-personal-info/,privacy@lifesight.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
652,LimeLeads,limeleads.com,,https://www.limeleads.com/about-us/privacy-center/,privacy@limeleads.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
653,"Lob.com, Inc.",lob.com,,https://www.lob.com/privacy,privacy.inbox@lob.com,415-894-9979,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
654,"LocateSmarter, LLC",locatesmarter.com,,https://www.locatesmarter.com/privacy-policy/,privacy@locatesmarter.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
655,"Logiq, Inc",logiq.com,,https://pushint.com/manage-my-data,compliance@logiq.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
656,"LOTaDATA, Inc.",lotadata.com,,https://lotadata.com/personal_information,apu@lotadata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
657,"Lotame Solutions, Inc.",lotame.com,,https://www.lotame.com/about-lotame/privacy/,privacy@lotame.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
658,Lusha Systems Inc,lusha.co,,https://dashboard.lusha.co/opt-out?ccpa=true,privacy@lusha.co,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
659,Marinus Analytics,marinusanalytics.com,,https://www.marinusanalytics.com/do-not-sell-my-personal-information,privacy@marinusanalytics.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
660,"Marketing Architects, Inc.",marketingarchitects.com,,https://www.marketingarchitects.com/privacy-policy-ProductAndService,privacy@markarch.com,9524492500,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
661,MatchAndAppend.com LLC,matchandappend.com,,https://www.matchandappend.com,info@matchandappend.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
662,MCH Strategic Data,mchdata.com,,https://www.mchdata.com/about/ccpaemail,privacy@mchdata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
663,"Media Resource Group, Inc.",mrginc.com,,https://www.mrginc.com/opt-out/,info@mrginc.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
664,"MediaMath, Inc.",mediamath.com,,http://www.mediamath.com/privacy-policy/#Section-11,privacy@mediamath.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
665,Merkle Inc.,merkleinc.com,,https://www.merkleinc.com/getting-know-your-privacy-rights/control-your-data,dpous@merkleinc.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
666,Message Digital LLC,messagedigital.com,,https://messagedigital.com/my-data,privacy@messagedigital.com,8889803207,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
667,"Mississippi Tornado Alley, LLC",advancedbackgroundchecks.com; cyberbackgroundchecks.com; fastbackgroundcheck.com; fastpeoplesearch.com; peoplesearchnow.com; phonebooks.com; searchpeoplefree.com; smartbackgroundchecks.com; usa-people-search.com; usphonebook.com,,https://www.advancedbackgroundchecks.com/privacy,privacy@mtalley.zendesk.com,9167755668,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
668,MobileFuse LLC,mobilefuse.com,,https://mobilefuse.com,danb@mobilefuse.com,5164699430,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
669,"Mogean, Inc.",mogean.com,,https://www.mogean.com/opt-out,info@mogean.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
670,Monevo Inc,monevo.us,,https://www.monevo.us/privacy-portal,supportusa@monevo.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
671,Monocl,monocl.com,,https://www.monocl.com/privacy/privacy-policy/,privacy@monocl.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
672,"Nativo, Inc.",nativo.com,,https://support.nativo.com/hc/en-us/requests/new,privacy@nativo.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
673,"Near Intelligence Holdings, Inc",near.com,,https://near.wirewheel.io/privacy-page/614c395a6a9fca00143453ae,privacy@near.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
674,Neptune Ops LLC,neptuneops.com,,https://neptuneaii.com/legal/privacy-policy,miller@neptuneops.com,2407446067,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
675,Networx Systems Inc.,networx.com,,https://www.networx.com/privacy,amyl@networx.com,9178163920,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
676,"Neustar, Inc.",home.neustar,,https://www.home.neustar/privacy/opt-out,privacy@team.neustar,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
677,New Mexico Data Insights,newmexicodatainsights.com,,newmexicodatainsights.com,privacy@eleris.com,866-372-3753,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
678,Nexsales Solutions Inc.,nexsales.com,,https://nexsales.com/privacy-policy/,privacy@nexsales.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
679,Nordic Data Resources AS,nordicdataresources.com,,https://www.nordicdataresources.com/netprivacypolicy,privacy@nordicdataresources.com,708679178,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
680,"NOVA List Company, LLC",novalist.com,,https://www.novalist.com,info@novalist.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
681,"Nymblr, Inc.",nymblr.com,,https://www.nymblr.com,privacy@nymblr.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
682,"On Hold-America, Inc. DBA KYC Data",kycdata.com,,https://consumer.kycdata.com,consumers@kycdata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
683,"One Model, Inc.",onemodel.co,,https://www.onemodel.co/ccpa-consumer-rights-request-form,privacy@onemodel.co,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
684,Onemata Corporation,onemata.com,,https://www.onemata.com/do-not-sell-my-personal-info,privacy@onemata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
685,Online Media Group Inc.,omginc.xyz; www.mixrank.com,,www.omginc.xyz,privacy@omginc.xyz,6282044024,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
686,Opensend Inc,opensend.com,,opensend.com/privacy-polic,privacy@opensend.com,702-553-2333,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
687,Optable Technologies US Inc.,optable.co,,https://terms.optable.co/privacy/privacy-policies/products-and-services,legal@optable.co,3023943980,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
688,Optimal Fusion,optimalfusion.com,,https://optimalfusion.com/privacy#CCPA,dataprotectionofficer@optimalfusion.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
689,"Oracle America, Inc., Oracle Data Cloud",oracle.com,,https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html#12,privacy_ww@oracle.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
